1pugC00,3.30.1310.10
3nfsL01,2.60.40.10
6qfeA02,2.40.10.10
5jp5D00,2.60.120.200
3m16A00,3.20.20.70
2dvsC00,1.20.920.10
2isaB00,2.40.180.10
2q60C00,1.10.565.10
2obnD01,3.40.50.720
3lrdB01,1.10.274.70
3ru0A05,1.25.40.10
1eqbA01,3.40.640.10
3d5sC00,1.10.10.1270
4b9kA00,3.10.20.90
5bpmA04,3.90.640.10
2icrB00,2.40.155.10
4ewcA01,2.20.25.560
2dy4B05,1.20.1280.300
4gkiJ02,3.90.1200.10
2owpB00,3.10.450.50
2bepA00,3.10.110.10
3n2oA03,1.20.58.930
3s2uA01,3.40.50.2000
3sq5A02,3.30.870.10
3vk5B00,3.20.20.390
4yrdA02,2.60.120.10
3fciA00,3.40.470.10
5oboA01,2.60.40.420
4heaW00,3.40.1530.10
1jnfA04,3.40.190.10
2o2xA01,3.40.50.1000
2j4qA01,2.70.40.10
5x83B01,2.60.40.10
1xu6A00,4.10.110.20
3whe002,2.60.40.10
3tpaA01,3.40.190.10
1fnnA01,1.10.8.60
5fcdB00,3.40.50.150
1fuiA03,3.20.14.10
1khgA02,2.170.8.10
3ds2A00,1.10.1200.30
4d1pA03,3.90.1230.10
4kfvA01,2.30.42.10
4zm6A01,3.20.20.300
2akkA00,2.30.30.40
2y4nA01,3.40.50.12780
2uy6C01,2.60.40.1090
4jfzH01,2.60.40.10
2aj0A00,3.30.70.100
4mwdA02,2.170.220.10
1kx5A00,1.10.20.10
1mfzB03,3.40.50.720
1mbkA00,1.10.10.60
2fyxA00,3.30.70.1290
2yx1A02,3.30.300.110
4pbqB00,3.40.190.170
1xr7A03,1.20.960.20
2xtrA02,3.30.450.400
3p7gA00,3.10.100.10
1jztA00,3.40.50.10260
2hklA02,2.40.440.10
3m2vD03,1.20.840.10
5h6oA01,3.40.190.10
1l2fA04,3.30.300.20
4onzA00,2.115.10.20
2bxrA03,1.10.405.10
2qjpB02,1.20.5.100
3ukvC01,1.10.1200.260
4i6zA02,1.10.357.10
1jhhA01,2.10.109.10
1ui0A00,3.40.470.10
3m7lA00,1.50.10.150
3o8lA01,3.40.50.450
2fsgB02,1.20.890.70
3uiaA00,1.20.5.170
3vldB02,1.25.40.580
3h9wA00,3.30.450.20
6aqjA02,6.10.240.10
3kcwA00,2.60.40.1790
3x41A03,2.70.98.20
4y11I00,4.10.410.10
3bwzA00,2.60.40.680
1nhlA00,1.20.5.110
3atvA01,3.30.420.40
4fx5A01,2.60.40.3670
5aqdP00,1.10.490.20
3thxA03,1.10.1420.10
4fewA02,3.90.1200.10
2hnaA00,3.40.50.360
1l9mA04,2.60.40.10
3f12A01,2.60.40.10
3bdyL01,2.60.40.10
3if2B00,3.40.640.10
6gwwJ01,3.40.30.10
5xm5A00,2.40.128.20
4q2rA01,1.10.135.10
1pzrA00,6.10.40.10
4m0uA01,3.40.50.2020
6gg6C01,3.40.1380.20
4o5mB01,1.10.540.10
3o8oF01,3.40.50.450
4w6yA00,2.60.120.1210
2v6aC01,3.30.70.150
3mwgA02,3.40.50.1980
1z34A00,3.40.50.1580
3s89D01,3.40.50.12780
3hopB01,1.10.418.10
1l41A00,1.10.530.40
4a7jA00,2.130.10.10
1oisA02,2.170.11.10
3d9aH02,2.60.40.10
1n0zA00,4.10.1060.10
1zm2C05,3.30.230.10
3qdxB00,2.60.270.20
3sy7A01,2.40.160.10
1vx7L02,6.10.250.1480
4z9kB00,2.60.40.10
3f56F02,3.30.70.1710
2i3pA00,3.10.28.10
6f7wC01,2.40.128.190
4olvH01,2.60.40.10
3j8aE01,3.30.420.40
2g3hA00,1.10.490.10
1h5pA00,3.10.390.10
5fkyA02,3.20.20.80
2ld4A00,3.40.50.150
2v0yA02,3.40.640.10
2yfqB03,3.40.50.720
5jdbA01,2.60.120.200
3e98A00,3.30.450.40
3x3zB03,2.70.98.20
4kz1A00,3.10.450.230
4hrtE00,1.10.490.10
2f4mA01,3.10.620.30
5dvaA00,3.40.710.10
3omsA01,3.30.720.100
3mgnF00,1.20.5.170
4tlsA00,2.60.40.180
6ehtC00,3.70.10.10
2p4uA00,3.40.50.2300
1wt1A00,3.90.550.10
1tysA00,3.30.572.10
2qmxA02,3.40.190.10
4ccwA00,3.40.50.1820
6aqoF00,3.40.50.2020
1esmD00,3.40.50.300
2y5cA00,3.10.20.30
2g4lA00,3.40.50.1820
2x06B02,3.30.1370.60
3fijC00,3.40.50.880
3uatA03,3.30.63.10
4zt2A02,2.170.220.10
2a9eB00,2.40.180.10
5u1xA02,2.60.490.10
1wg8A01,3.40.50.150
4bf5A02,3.20.20.10
3l74E02,2.102.10.10
4llvE00,2.60.40.10
2q4xB00,1.20.910.10
1r4oA00,3.30.50.10
4eq2A02,2.60.40.10
5xwkA02,3.30.1360.150
2y1vB01,2.60.40.10
4tz7A02,3.30.810.10
3nxuA00,1.10.630.10
4l6hA02,3.20.20.210
1esnC00,3.40.50.300
2fqmA01,6.10.140.830
2nyrB01,3.40.50.1220
3wgqA02,3.30.360.10
5hy6A01,2.30.30.30
2r0zH01,2.60.40.10
2c2bA02,3.40.50.1100
3myfA00,1.20.120.160
3nt6A02,3.50.50.60
4fnrA02,3.20.20.70
3socA01,3.30.200.20
5h5zB00,2.60.40.10
1h0mB01,3.30.450.80
2ftmB00,4.10.410.10
4rrvA02,1.10.510.10
3mvvA00,2.40.50.90
2g0tA02,3.40.50.300
2b39A11,1.50.10.20
1owbA02,1.10.580.10
3triA01,3.40.50.720
4m4cA00,4.10.70.10
1fhoA00,2.30.29.30
5kezA01,3.20.20.80
5ko5A00,3.40.50.1580
5lg5F00,3.40.50.12500
2cvcA03,3.90.10.10
5e5lB01,2.60.40.3710
3hyrB02,1.10.287.1770
2lojA01,2.10.70.10
5dcaA08,2.60.40.150
4ac3A01,3.90.550.10
4oa4C00,3.40.190.170
1qr4A02,2.60.40.10
3by9B01,3.30.450.20
3cprA00,3.20.20.70
3qbvB01,1.20.900.10
6ezzA04,2.70.98.20
3tsnB00,3.40.718.10
2cfxA02,3.30.70.920
4g1uA00,1.10.3470.10
4kgqC01,2.10.50.10
1g2nA00,1.10.565.10
2ju0B00,6.10.140.1260
1kk1A02,2.40.30.10
2bxkA06,1.10.246.10
2bduB02,1.10.150.340
3hz8A00,3.40.30.10
3wkrB02,3.40.640.10
1xw6A02,1.20.1050.10
5ihxA02,1.10.240.10
5nwlF02,3.40.50.300
3nqiB01,2.40.50.500
1zunB03,2.40.30.10
3tunA01,3.40.50.620
4ifdJ05,2.40.50.140
4ozzA00,2.160.20.10
3o3wI00,3.40.250.10
3o65B00,3.10.20.90
1vl2B03,1.20.5.470
4dvdA00,1.20.58.1090
4bxsV05,2.60.40.420
1n0uA03,3.90.1430.10
4bpeW04,1.20.5.640
4j8zA02,6.20.250.50
3hgxA00,1.20.59.10
3cmoX01,2.60.40.10
1jwzA00,3.40.710.10
4xciB01,1.10.560.10
5glcA00,3.40.710.10
6g5iV00,3.30.1230.20
5mpgA00,3.30.70.330
1c41A00,3.40.50.960
5tc6A00,3.40.50.1580
3wn5A01,2.60.40.10
2d56A00,3.30.30.110
2gvnA01,3.40.50.1170
2lniA00,1.25.40.10
2v69E02,3.20.20.110
2vzcB00,1.10.418.10
4gobD00,2.40.155.10
2ku7A00,3.30.70.330
1jvsA01,3.40.50.720
3dr3A01,3.40.50.720
4kn8A01,3.40.50.1000
1wlsB02,3.40.50.40
3n4dI00,3.30.429.10
5u8uD01,3.50.50.60
2qwzA01,3.10.129.10
4puiB01,3.30.300.90
2ctpA01,1.10.287.110
3zduA02,1.10.510.10
4e4rA01,3.40.50.10950
2ynkA00,2.40.160.130
4hgfB00,1.10.630.10
1whhA01,2.30.30.190
1xqoA02,1.10.340.30
3cbtA01,2.40.380.10
1ia9A01,3.30.200.20
4w9fA00,3.10.20.90
4x25B00,3.30.450.30
4ydrA02,3.30.360.10
5nvyG00,3.10.20.90
1g7kB00,2.40.155.10
2zplA00,2.30.42.10
6gqwE00,3.40.50.300
2chcC00,3.10.450.50
3vk3B01,3.40.640.10
5og9A00,1.10.630.10
3q7eA02,2.70.160.11
4m9zA01,1.10.533.10
5fg8A02,1.10.510.10
3ic3D01,3.30.2370.10
5zpqB03,2.70.98.20
3ayhA00,1.20.1250.40
2mjhA00,3.30.1370.10
2y0jA00,1.10.1300.10
3f7lA00,2.60.40.200
2xmsA00,3.40.50.1820
3dciC00,3.40.50.1110
3v5uA01,6.10.280.80
6ctsA01,1.10.580.10
4gmcB03,3.30.70.270
1iyzA02,3.40.50.720
3kjkE00,3.30.1330.40
4xq2A02,3.90.1150.10
1oguA02,1.10.510.10
4z49B01,3.40.50.1820
2r0rB00,1.10.225.10
2xigA01,1.10.10.10
3ovsB03,3.30.70.590
5idmA00,3.30.565.10
4k29A00,3.90.226.10
1z7aA00,3.20.20.370
3ed5A01,3.40.50.1000
4twdA01,2.70.170.10
2j5cA02,1.10.600.10
3ufgA02,1.20.58.180
1lwtA02,3.10.28.10
6dvvA02,3.90.110.10
1mulA00,4.10.520.10
5nt1B00,3.30.420.330
2owmA00,3.40.850.10
1exrA01,1.10.238.10
1wfdA00,1.20.58.80
2cjaB01,3.30.70.1920
1wtqA00,2.40.50.40
2p6rA03,1.10.3380.30
3aesD01,3.40.50.1980
3nnjA00,2.60.120.620
2j3lA01,3.40.50.800
2wqdA02,3.20.20.60
2d29A01,1.10.540.10
3a0rA02,1.10.287.130
2moxA02,2.30.30.40
4jlcA02,1.10.510.10
1br2A03,1.20.120.720
3d9pB00,1.25.40.90
2eizB00,2.60.40.10
4c33A02,3.30.200.20
4rqgA00,4.10.70.10
3hx8B00,3.10.450.50
1obbB00,3.90.1820.10
3fiaA00,1.10.238.10
4ensA02,1.20.1370.20
3c2eA01,3.90.1170.20
2pvnA02,3.30.200.20
4cbrA02,3.40.640.10
3fvuB02,3.40.640.10
4bwiB02,3.30.450.40
4n2oF00,2.60.40.680
5osaA01,2.70.170.10
5mz2F01,3.30.70.150
4bujE03,1.10.3380.30
3i7kA01,2.130.10.10
1zczA02,3.40.140.20
4dz1A02,3.40.190.10
5oasA01,3.20.20.360
4lcmA00,3.40.710.10
2qjyA00,1.20.810.10
1jtsJ00,1.20.1260.10
5mz7B00,2.30.42.10
3bv8A00,3.30.70.250
4u8uN02,2.40.128.620
2qjwB00,3.40.50.1820
5k3xA02,2.60.40.650
2waqB05,3.90.1070.20
4uuxB02,3.30.70.2860
1kx3A00,1.10.20.10
1v2zA00,1.10.1240.30
1x1tA00,3.40.50.720
4l8lA00,3.40.50.9100
2elcA02,3.40.1030.10
3enpB00,3.30.2380.10
4kryE00,3.40.50.1820
5fl7Q00,1.20.20.10
4rdiA00,3.40.50.720
2ljyA00,3.30.240.40
4dx9100,2.30.29.30
3e6jA00,3.80.10.10
2b9vA02,1.10.3020.10
1jofB00,2.130.10.10
2hgaA01,2.30.42.10
4y28L00,1.20.1240.10
1wnuA01,3.30.980.10
5iceA01,1.10.10.10
6fqcA02,1.20.1280.270
5dn6I00,2.60.15.10
2hx1A01,3.40.50.1000
1sy2A00,2.40.128.20
5govB00,3.40.720.10
5tudB02,2.60.40.10
5venB01,3.40.720.10
2e3zB00,3.20.20.80
3vp9B00,1.20.5.340
4yflF01,2.60.40.10
3gi8C00,1.20.1740.10
3tjeF01,2.10.50.10
4iajG00,3.30.1490.390
5i0yB00,2.60.40.2480
5d8kB00,1.10.10.10
3u3bA00,1.20.120.160
2x0fB01,3.40.50.11090
1uyoX00,2.40.128.130
1ir2C01,3.30.70.150
5lszA00,2.170.270.10
4by6A01,1.25.40.790
1j3vB02,1.10.1040.10
3ea1A00,3.20.20.190
1y1xB00,1.10.238.10
3lqhA02,1.20.920.10
1mntA00,1.10.1220.10
3vbbF02,3.30.930.10
1s80C01,1.10.3130.10
3svvA01,3.30.200.20
2j9zB01,3.40.50.1100
4u6hB01,2.60.40.10
4zv9B00,3.40.50.1820
5jh5C00,3.10.20.90
1wpcA03,2.60.40.1180
2hr7A02,2.10.220.10
1iauA01,2.40.10.10
2pkaA00,2.40.10.10
3ua3B02,3.40.50.150
5a7dG00,1.25.40.10
2h3rC01,1.10.3390.10
3kw3A02,3.20.20.10
3p3oA00,1.10.630.10
3djcJ02,3.30.420.40
1xq1A00,3.40.50.720
4h2xA00,3.30.930.10
1w73A00,3.40.50.720
3e3hB00,3.20.20.140
5dwdB00,3.40.50.1820
3mtwA01,2.30.40.10
4qp1A02,1.10.510.10
2pefA01,3.30.497.10
3p1yA01,3.40.1350.150
1c01A00,2.60.20.30
1u1jA01,3.20.20.210
2i1lA01,3.40.50.620
2qyuA03,3.40.1850.10
2g18I00,3.40.1500.20
1og3A00,3.90.176.10
6bldA00,1.10.630.10
6ifwA01,3.40.50.150
3u5eJ00,3.30.1440.10
3q6zA00,3.40.220.10
3iu4L01,2.60.40.10
4aaoA02,1.10.760.10
2j5gK00,3.90.226.10
2jhqA00,3.40.470.10
3sz3A01,3.40.50.620
1i74A01,3.90.1640.10
3p8bB02,2.30.30.30
4gagL01,2.60.40.10
1p9zA00,3.30.60.10
3ijrD00,3.40.50.720
3egiA00,3.40.50.150
1qcqA00,3.10.110.10
2kldA01,1.10.238.10
2wdqA03,1.20.58.100
4ba0A01,2.60.40.1760
5ubmA01,2.40.10.10
4tqtB01,3.20.20.140
1b9mB03,2.40.50.100
3rwgB00,2.60.40.10
4nfnA01,3.30.200.20
1pbiA00,2.10.69.10
5hd6D00,3.10.129.10
6bbnP00,1.25.40.20
3aelA01,3.40.640.10
1l0iA00,1.10.1200.10
1fseB00,1.10.10.10
3ddqB02,1.10.472.10
4dnaB02,3.50.50.60
6r4aA02,1.10.510.10
2zqoA00,2.80.10.50
3j27A02,3.30.67.10
1fhjA00,1.10.490.10
5n69G01,1.10.238.10
1jt7B00,2.80.10.50
3ilkB02,1.10.8.590
2b7uA02,4.10.470.10
1zg1B00,1.10.10.10
2g7cB03,2.10.270.10
3cx3A02,3.40.50.1980
5ianA00,3.40.50.1460
6bpxA00,2.60.120.10
4iboB00,3.40.50.720
1g0dA01,2.60.40.10
4frqA00,3.90.550.10
5o7wB01,2.40.128.190
6bitL02,2.60.40.10
2jr2A00,1.10.3390.10
3i9v201,1.10.10.1590
3pxlA02,2.60.40.420
4f5gB02,3.40.640.10
4g5eA01,1.10.3140.10
3ha1B02,3.20.20.10
1a17A00,1.25.40.10
1xc2A02,1.10.3730.10
2me8A00,1.10.437.10
3tqkA00,3.20.20.70
4fv5A02,1.10.510.10
4wvtA00,1.10.1170.10
4m8rA01,2.60.40.3920
4fb5B02,3.30.360.10
1tzvA00,1.10.940.10
3en1B00,3.10.450.50
1as3A01,3.40.50.300
3gwcA02,6.10.140.450
4jlcA04,1.20.1270.420
3dc7B00,3.40.50.1110
1efaB03,3.40.50.2300
3fspA01,1.10.1670.10
2o5nB02,3.30.500.30
2x4mB00,2.40.128.90
4tllD03,3.40.190.10
4aybF02,1.10.150.80
2fywA01,3.40.1390.30
4jwhA00,3.40.1280.30
5l6uA00,3.20.20.70
3h1qB02,3.30.420.40
1e89A00,3.40.50.1820
5l8rA00,1.20.1130.10
1i3sA00,2.60.250.10
4cemB00,1.25.40.180
5optU00,2.40.50.140
2welA03,6.10.140.620
1od2A03,3.90.226.10
3bqeA00,3.30.1060.10
5ftnA06,1.10.8.60
1gh0V00,1.10.490.20
2xdbA00,3.10.129.130
2ykoC01,1.20.5.390
4nuuA02,1.20.58.830
1gz4A01,3.40.50.10380
4eclB01,2.40.37.10
3tbkA03,1.20.1320.30
4g1qA01,3.10.10.10
2hp7A00,3.40.1550.10
3v6bA00,2.10.90.10
3iswB00,2.60.40.10
2orsA03,3.90.1230.10
3ltoB02,3.30.70.890
2aalD00,3.30.429.10
3nyuA01,3.40.640.10
2lp6A00,2.40.10.190
3tl9B00,2.40.70.10
4bcpC02,1.10.510.10
1gx6A03,3.30.70.270
2eerA01,3.90.180.10
4olnA00,3.30.50.10
3ungC01,3.30.70.2220
5xtfA00,3.40.50.720
6hjfA01,3.10.310.10
3jafA01,2.70.170.10
2xnkD01,3.40.50.10190
3swdB02,3.65.10.10
2v0cA03,2.30.210.10
1lwcA03,3.30.70.270
5jj5B01,3.40.50.1980
1mkkB00,2.10.90.10
2v07A00,1.10.760.10
4onfH01,2.60.40.10
1dnyA00,1.10.1200.10
2o5vA01,3.40.50.300
2w61A01,3.20.20.80
3a2xB02,3.30.1020.10
4futA02,3.30.300.30
4ns0A00,2.60.40.150
5sx1A01,1.10.520.10
3lnhA01,2.60.40.60
4tr4A00,3.40.30.10
2q4uA01,1.10.238.10
2wtwA02,1.10.510.10
2wg5F01,1.20.5.170
3czoC02,1.20.200.10
3ezjA02,3.30.1370.120
125lA00,1.10.530.40
1mwaA01,2.60.40.10
1jymH00,3.90.45.10
5aovA02,3.40.50.720
4lpxA00,2.60.40.10
2nqrA03,2.170.190.11
4ovmA00,3.10.450.50
6b9hA00,1.10.418.10
3hn0A02,3.40.190.10
3d0gE01,3.30.70.1840
5eqgA00,1.20.1250.20
1hdjA00,1.10.287.110
4wkxA00,2.60.40.420
5mbmB00,3.90.70.10
4kevB00,3.20.20.140
5b66U01,1.10.150.320
4ecaD01,3.40.50.1170
3fmcD02,2.40.50.100
4i3nA01,2.80.10.50
3hi0B02,3.30.420.150
6es1A02,2.80.10.50
3n0rA01,1.20.140.160
5i6vA03,3.90.190.10
4l3rB00,2.40.128.270
2zgqA00,2.60.120.200
1t85A00,1.10.630.10
4fz8L01,2.60.40.10
2ddcA00,2.40.155.10
4xrwA01,3.30.530.20
1jetA02,3.90.76.10
2aeaC00,3.40.50.1110
4xxuA02,3.40.190.10
2v8vB01,3.40.630.10
3deiA00,3.40.50.1460
3m7nA02,2.40.50.140
5l22A02,3.40.50.300
3kiiB03,2.70.98.20
5ch4Y00,1.10.3370.10
4furA00,3.30.280.10
5mmiP01,3.30.420.100
2rceD02,2.40.10.10
4tv7A02,3.40.640.10
4gmhA00,3.40.50.1580
4w6dB00,2.40.155.10
4l42A02,1.10.510.10
1m8pA03,3.40.50.300
3pfrB01,3.30.390.10
4mvjJ01,3.40.50.720
3tq7P00,2.30.30.190
2b3qC00,2.40.155.10
4py5A02,3.30.420.10
6fmjJ00,3.10.20.90
1gywA00,2.60.40.1230
2zeoB00,3.40.630.10
3sgeI01,2.60.40.10
5whdA00,3.40.50.300
2cw7A02,1.10.10.1010
1bvsA01,2.40.50.140
4r1nA01,3.40.50.720
4i98C01,1.10.10.10
1nh2D01,1.10.287.190
1fg7A02,3.90.1150.10
3okyB01,2.130.10.10
2yihA01,2.60.40.1180
4jquB00,1.10.287.4310
4nasC02,3.20.20.110
2j5uA03,2.40.10.350
2cxdB00,1.10.3450.10
3nr9A01,3.30.200.20
4d9iB02,3.40.50.1100
3on0C02,1.10.287.2320
3e7gA03,3.90.1230.10
2nnnE00,1.10.10.10
4ittG00,1.20.1260.10
2lzuA00,2.10.110.10
1wtuA00,4.10.520.10
4osnA00,2.30.29.100
4rm4A00,1.10.630.10
2ehoB01,1.20.58.1030
6c8zA01,3.40.1190.20
6faiI03,1.10.168.20
6nnsA01,3.40.120.10
2hhiA01,3.30.565.40
3h37A01,3.30.460.10
3ew5A00,3.40.220.10
1u3iA02,1.20.1050.10
2no7B00,3.40.50.300
3dahC02,3.40.50.2020
3e3hA00,3.20.20.140
3ntaA02,3.50.50.60
4hqcB00,2.40.155.10
5g2cA00,1.20.1070.10
3s6cA01,2.60.40.10
2prrB02,1.20.1290.10
2lk2A01,1.10.10.60
6nnrA00,3.30.572.10
1srdA00,2.60.40.200
3pohA01,2.60.40.1740
5l0vB00,2.10.25.10
5mgwA02,3.30.70.380
4zs8B02,3.40.1410.10
1eflD01,3.40.50.10380
4wgvB00,2.60.40.10
4jpbW01,2.30.30.40
4lsaA01,3.80.10.10
3vkgA13,3.40.50.300
2a67B00,3.40.50.850
6bnsB00,1.10.565.10
2rauA00,3.40.50.1820
2zu2A03,1.10.1840.10
3hk4B00,3.10.450.50
4an4C01,3.40.50.2000
6c4dD01,3.30.200.20
4jxdA00,3.40.50.2300
1egjL02,2.60.40.10
3pruC01,1.10.3130.20
2c7rA02,3.90.120.10
1upmO02,3.20.20.110
5c1vB00,3.60.21.10
2v0oB00,1.20.1270.60
4nklA00,2.40.50.90
4w6nB00,2.40.155.10
1orlA00,3.30.1350.10
3bvoB01,1.10.287.110
3hh0B02,6.10.250.360
1b5oA02,3.40.640.10
1xfsA00,3.30.530.20
1bjoB01,3.40.640.10
2rghA01,3.50.50.60
3ifcA02,3.40.190.80
4pf1B03,2.60.120.260
2lo1A00,1.10.287.110
3un1A00,3.40.50.720
6rfaA00,1.20.1070.10
2avuA00,1.10.4000.10
2dslA00,3.10.129.10
5l0mA00,3.30.50.10
2mn3A00,2.20.20.10
3hm2A00,3.40.50.150
1kqfA02,3.40.50.740
2v69L00,3.30.190.10
4x5kA00,3.40.630.30
2eozA01,3.30.160.60
1t6aA01,1.20.5.850
5agjA00,3.90.740.10
1c9rA05,3.30.420.10
5twrA03,3.30.460.10
6hq0A00,2.60.40.1970
2owxA00,3.20.20.80
6q3wB02,3.30.70.890
3msiA00,3.90.1210.10
3v9hD01,3.40.605.10
4pqiA01,3.40.30.10
4w8bA00,3.20.20.80
5hg2D00,3.10.20.10
3v7iA02,3.40.47.10
4lkkA02,3.90.209.20
4c34A01,1.10.510.10
4iefB02,3.40.50.1460
3hl0B01,3.40.50.1970
5zszA02,3.10.180.10
1mxsA00,3.20.20.70
6hyfC00,2.60.40.10
2ydjB01,3.30.200.20
4pqxB01,2.40.50.500
3l6uB02,3.40.50.2300
3h1oB00,2.40.155.10
6bj2E01,2.60.40.10
3w60A00,3.30.70.1350
2yhiC00,3.40.50.720
5iplA01,3.30.1360.10
4locA01,3.10.600.10
4gobB00,2.40.155.10
3ndfA01,3.30.497.10
5w7qA02,2.40.30.10
1yowA00,1.10.565.10
2lknA00,3.10.50.40
3mqlA04,2.10.70.10
3uwlC00,3.30.572.10
1cvjH02,3.30.70.330
4qhbC02,2.60.120.230
2gsgA00,2.60.40.10
3tw6A03,3.10.600.10
3b54A00,3.30.70.141
2p10A01,3.20.20.70
3h6iJ00,3.60.20.10
2hikB00,3.70.10.10
3louC02,3.40.50.170
2yjfM02,6.10.150.10
2ifdA00,3.40.250.10
5oa4A00,2.60.120.620
1vbpA00,2.100.10.30
3ttwA01,2.40.180.10
1ujyA00,2.30.30.40
4evzA00,3.20.20.70
3qkaE01,3.90.226.10
1fblA02,2.110.10.10
2o3tA02,3.40.50.720
4fe7A01,3.40.50.2300
4q7aD01,3.40.630.10
2nnbA00,1.10.630.10
2yobA01,3.90.1150.10
4qmzA02,1.10.510.10
5xncA01,1.10.10.10
3gj0A00,3.40.50.300
1z6rA02,3.30.420.40
3igfA01,3.40.50.300
4g56A01,3.20.20.150
4x9hA02,2.60.40.10
5h5oA00,2.60.120.10
2r8uA00,1.10.418.10
3cbqA00,3.40.50.300
3repB00,1.10.418.10
2oltB00,1.20.58.220
2b39A07,1.20.50.70
2qocA02,1.10.510.10
3ckmA01,3.40.50.2300
3k0aF02,3.40.50.300
3t5wB00,2.60.40.200
3va7A01,3.40.50.20
5fviC00,2.40.155.10
4xtoA00,1.20.1070.10
4emzA01,2.60.40.1170
2qndA01,3.30.1370.10
3asnA00,1.20.210.10
1f49H05,2.70.98.10
4dxbB02,3.40.190.10
1co6A00,1.10.760.10
2rcdC00,3.10.450.50
3n6rB01,3.90.226.10
5acvA00,3.60.15.10
1eapB02,2.60.40.10
1m2gA02,3.30.1600.10
4bktA00,3.10.20.90
3tujA00,1.10.3720.10
3lbxB01,1.20.58.60
3mcaA01,2.40.30.10
1bq2A00,3.30.572.10
1ojjA00,2.70.100.10
3awgC01,3.90.190.10
1ix0A00,1.10.530.10
2pnkJ02,1.10.2020.10
3e35A02,1.10.287.100
4a18G00,3.30.1330.30
1nxzB01,2.40.240.20
4n0aD00,2.30.30.100
4xboA02,1.10.8.590
6fg0A02,3.40.50.720
1fc4A01,3.40.640.10
2qjzB00,1.10.418.10
1v8cA01,3.10.20.30
2v64H00,3.30.900.10
3otxB01,3.40.1190.20
4b28A02,3.90.230.10
4h3vB01,3.40.50.720
5m2mD00,2.60.40.10
5zprA03,2.70.98.20
2lnsA00,3.40.30.10
2yepH01,3.30.2330.10
3svrD00,2.40.155.10
1nzyB01,3.90.226.10
3etnB00,3.40.50.10490
1zs4C00,1.10.260.40
5ghrD00,3.40.5.50
4celA00,2.70.100.10
5m7oA01,3.40.50.2300
3payC01,2.60.40.2100
2ae8A02,3.30.230.40
3gxqA00,1.10.1220.10
1hr5B00,1.20.5.420
1tt7F02,3.40.50.720
3po1C00,2.40.10.10
1k54B00,3.40.710.10
3dc0A01,3.20.20.80
5ftgA01,3.30.200.20
1zgrA01,2.100.10.30
2go9A02,3.30.70.330
4d9kA01,3.40.50.1100
3jxeB02,1.10.240.10
4c5rB01,1.10.275.10
3abhA01,1.20.1270.60
1dwqB00,3.40.50.1820
2r47A01,3.40.50.2300
3qjfA01,2.60.40.10
3rwtF00,2.40.155.10
1uzhB02,3.20.20.110
1fuoA02,1.20.200.10
5ue6F02,2.60.40.420
4yzwA01,1.20.1370.10
3u8cC00,2.40.155.10
1vg2A00,1.10.600.10
4ds1A00,3.30.740.10
4wukL01,2.60.40.10
2a8yA00,3.40.50.1580
3fxgD02,3.20.20.120
1jsuC00,4.10.365.10
2qf0I01,2.40.10.10
3g07D01,3.40.50.150
3o4oC03,2.60.40.10
5m0pA00,1.10.630.10
4la9A02,3.40.190.10
4m75D00,2.30.30.100
4hc6A00,3.90.470.20
2wwjA01,2.60.120.650
2iiuC00,1.20.58.220
4wndA00,1.25.40.10
1eflC01,3.40.50.10380
2bg9E01,2.70.170.10
1pq0A00,1.10.437.10
1r71A02,6.10.250.140
1bw0A02,3.40.640.10
2f1fA01,3.30.70.260
1bmtA01,1.10.1240.10
1md2E00,2.40.50.110
2fxtA00,3.10.450.240
3hvzF00,3.10.20.30
3s27F03,3.40.50.2000
4nz1A01,3.20.20.370
3nwxB00,2.40.70.10
4wlsA00,1.10.1660.10
3a06B03,1.10.1740.10
3b4sE02,1.20.5.830
4fskA00,3.10.270.10
3sxnA01,3.40.630.30
3d8cA02,1.10.287.1010
1olpA02,2.60.60.20
2yp9A02,3.90.209.20
3pvzD01,3.40.50.720
4tncA01,1.10.238.10
3eq2B03,3.60.40.10
2dnkA00,3.30.70.330
2qzqA00,2.60.40.150
3nogB01,1.20.1640.10
2mq9A00,3.30.960.10
5ekuA01,3.40.50.150
1h4lA02,1.10.510.10
2cipA00,3.20.20.80
3cx3A01,3.40.50.1980
3dclB01,2.102.30.10
2o69A02,3.40.190.10
2b39A09,2.60.40.10
6bn2A02,3.40.47.10
5nb3U00,1.10.490.20
4zlwA00,1.20.1260.10
3alxD01,2.120.10.10
5mmjn01,1.10.287.1480
5ve2I00,3.90.226.10
3k4uE02,3.40.190.10
4egvA02,2.40.50.840
4bhuH00,2.60.40.3490
5cphA00,3.30.565.10
3dr7C01,3.40.640.10
3nbmA00,3.40.50.2300
1mw9X02,1.10.460.10
1x10A00,3.40.630.20
5iybC02,2.170.120.12
1burT00,3.30.190.10
3ncyS02,2.60.40.10
3bgaA01,2.60.120.260
1j8hE02,2.60.40.10
3s9nD01,3.40.190.10
6aquB00,3.40.50.1580
4ffzL01,2.60.40.10
5u1mA00,2.30.29.30
4qprA00,3.30.450.40
1t2lA00,3.40.20.10
2ya8A02,2.40.220.10
2oz1E01,1.10.760.10
1wb1C03,2.40.30.10
2qgxA00,3.10.110.10
1vhkA02,3.40.1280.10
2vavF00,3.40.50.1820
2y0mA02,3.40.630.30
4q4hA02,3.40.50.300
